Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
45,7,17/08/2014,0,0,0,0,0,0
817,7,26/10/2014,0,0,0,0,0,0
396,6,28/06/2014,6202,618,1,0,0,0
783,5,04/10/2013,7887,805,1,0,0,0
345,4,01/05/2014,0,0,0,1,a,0
45,2,16/04/2013,3317,308,1,0,0,0
502,7,02/11/2014,0,0,0,0,0,0
808,1,25/03/2013,9983,793,1,1,0,0
193,5,09/05/2014,5230,736,1,1,0,0
138,4,23/01/2014,8155,835,1,1,0,0
76,2,22/04/2014,8917,1006,1,0,0,1
827,2,01/01/2013,0,0,0,0,a,1
589,2,12/11/2013,3886,446,1,0,0,0
278,4,09/04/2015,6205,710,1,0,0,1
223,5,01/05/2015,0,0,0,1,a,0
988,5,05/09/2014,4077,636,1,1,0,0
704,1,30/06/2014,16230,1519,1,1,0,0
767,6,27/09/2014,3204,331,1,0,0,0
476,2,28/05/2013,7065,779,1,1,0,0
44,6,11/01/2014,4396,549,1,0,0,0
831,5,09/08/2013,9857,1328,1,0,0,1
1022,1,15/09/2014,11047,1103,1,1,0,0
725,7,08/02/2015,0,0,0,0,0,0
538,6,21/09/2013,1988,308,1,0,0,0
273,1,20/07/2015,7115,678,1,0,0,1
100,1,29/06/2015,11036,820,1,1,0,0
17,6,13/12/2014,4270,524,1,0,0,0
512,3,06/02/2013,4698,1212,1,1,0,0
73,3,13/05/2015,4799,517,1,0,0,0
377,5,02/05/2014,11156,1300,1,1,0,1
776,7,01/06/2014,0,0,0,0,0,0
877,5,29/08/2014,7027,968,1,0,0,0
23,5,06/03/2015,6259,545,1,1,0,0
344,1,02/12/2013,17200,1845,1,1,0,0
300,2,07/07/2015,6490,853,1,0,0,0
389,3,10/09/2014,8353,1185,1,0,0,0
487,3,03/09/2014,7592,694,1,1,0,0
405,1,29/07/2013,9479,770,1,1,0,1
338,4,16/05/2013,7356,625,1,1,0,0
741,5,04/07/2014,6712,877,1,1,0,0
416,4,04/09/2014,12377,1577,1,1,0,0
705,4,22/01/2015,6190,855,1,0,0,0
176,1,18/08/2014,8351,886,1,1,0,1
525,3,19/11/2014,8072,745,1,0,0,0
1075,2,25/06/2013,8059,803,1,0,0,1
722,6,15/06/2013,9569,1622,1,0,0,0
236,6,20/09/2014,4151,490,1,0,0,0
1058,3,27/11/2013,6826,659,1,0,0,0
467,1,22/04/2013,15605,1812,1,1,0,0
238,4,21/11/2013,7809,1220,1,1,0,0
180,6,15/06/2013,6735,855,1,0,0,0
153,5,15/03/2013,5899,619,1,0,0,0
94,2,21/04/2015,4822,504,1,0,0,0
666,7,03/05/2015,0,0,0,0,0,0
152,1,23/12/2013,8550,1035,1,0,0,1
618,7,24/03/2013,0,0,0,0,0,0
298,3,05/02/2014,7785,627,1,1,0,0
1076,2,17/03/2015,4697,687,1,1,0,0
1109,3,04/03/2015,5376,494,1,1,0,0
924,3,08/10/2014,4756,431,1,1,0,1
989,7,15/09/2013,0,0,0,0,0,0
1009,3,11/09/2013,7344,668,1,1,0,1
834,2,22/10/2013,6552,678,1,1,0,0
742,1,04/08/2014,11778,1083,1,1,0,1
1104,2,17/09/2013,3251,294,1,0,0,0
705,5,16/05/2014,7073,867,1,0,0,0
966,2,18/11/2014,4529,584,1,0,0,0
880,7,19/04/2015,0,0,0,0,0,0
404,2,16/09/2014,5885,674,1,1,0,0
824,7,15/09/2013,0,0,0,0,0,0
165,2,20/08/2013,3777,418,1,0,0,1
570,5,25/01/2013,5823,795,1,1,0,0
101,4,05/06/2014,8891,823,1,1,0,0
395,3,16/07/2014,4325,528,1,1,0,1
1065,6,04/04/2015,3977,416,1,0,0,0
7,3,01/04/2015,13381,1123,1,1,0,1
905,7,17/08/2014,0,0,0,0,0,0
99,4,05/09/2013,3714,364,1,0,0,1
412,7,21/07/2013,0,0,0,0,0,0
253,7,14/07/2013,0,0,0,0,0,0
867,7,15/06/2014,1910,177,1,0,0,0
141,7,28/09/2014,0,0,0,0,0,0
1077,3,01/07/2015,5022,497,1,1,0,1
300,1,15/06/2015,10377,1121,1,1,0,0
578,7,17/05/2015,5083,488,1,0,0,0
339,1,04/11/2013,6004,750,1,1,0,0
165,3,22/07/2015,3164,345,1,0,0,0
883,2,02/12/2014,6402,649,1,1,0,0
979,3,17/09/2014,6346,586,1,1,0,0
186,2,04/02/2014,4630,416,1,1,0,0
965,4,27/02/2014,5919,710,1,0,0,0
828,3,06/05/2015,6041,633,1,1,0,0
649,1,05/01/2015,6428,609,1,1,0,1
715,1,13/01/2014,6081,701,1,0,0,0
27,6,21/03/2015,6841,800,1,0,0,0
85,6,16/02/2013,5275,750,1,0,0,0
440,7,08/09/2013,0,0,0,0,0,0
1109,5,18/10/2013,4252,436,1,0,0,0
728,3,25/03/2015,3912,377,1,0,0,0
71,2,15/04/2014,11919,941,1,1,0,1
209,3,26/11/2014,6382,590,1,1,0,0
140,5,21/03/2014,6926,925,1,1,0,0
354,1,26/01/2015,10702,807,1,1,0,0
231,1,04/05/2015,6282,478,1,1,0,0
681,3,29/07/2015,4778,569,1,1,0,1
149,4,01/05/2014,0,0,0,1,a,0
882,6,07/06/2014,5958,780,1,0,0,0
379,1,28/04/2014,5627,599,1,1,0,0
833,5,20/09/2013,4219,441,1,0,0,0
633,2,19/11/2013,7632,541,1,1,0,0
602,2,24/06/2014,5513,570,1,0,0,0
36,7,03/11/2013,0,0,0,0,0,0
428,6,12/01/2013,5211,470,1,0,0,0
1064,7,01/02/2015,0,0,0,0,0,0
731,3,02/10/2013,9124,1029,1,0,0,0
366,2,23/09/2014,5246,586,1,0,0,0
209,3,03/06/2015,6322,618,1,1,0,0
1059,3,31/07/2013,12245,1458,1,1,0,1
692,4,22/05/2014,6201,802,1,1,0,0
464,1,09/12/2013,10242,1302,1,0,0,0
166,3,20/03/2013,6238,797,1,1,0,0
1065,3,17/04/2013,3295,421,1,0,0,0
415,5,01/08/2014,7277,592,1,1,0,1
345,3,09/01/2013,5012,556,1,1,0,0
557,4,14/02/2013,3706,603,1,0,0,0
930,6,01/11/2014,0,0,0,0,a,0
389,6,25/04/2015,7462,932,1,0,0,0
856,6,19/07/2014,4517,630,1,0,0,0
733,4,29/08/2013,13552,3265,1,1,0,1
671,4,13/06/2013,4166,528,1,0,0,0
266,3,29/10/2014,3524,527,1,0,0,1
118,1,18/02/2013,10571,802,1,1,0,0
78,5,22/11/2013,4573,543,1,1,0,0
463,7,01/06/2014,0,0,0,0,0,0
834,1,08/06/2015,6477,705,1,0,0,0
505,4,01/05/2014,0,0,0,1,a,0
1053,4,26/06/2014,6264,793,1,0,0,0
479,3,28/01/2015,11775,1284,1,1,0,0
412,5,27/02/2015,8931,631,1,0,0,0
12,1,24/03/2014,7453,864,1,0,0,0
382,4,02/01/2014,7086,621,1,0,0,1
148,1,05/05/2014,12016,1068,1,1,0,0
152,2,19/02/2013,6487,699,1,1,0,0
632,3,24/04/2013,6130,834,1,1,0,0
245,7,29/12/2013,0,0,0,0,0,1
323,1,29/04/2013,8813,716,1,1,0,0
381,6,04/01/2014,5285,565,1,0,0,0
644,2,06/01/2015,0,0,0,1,a,0
316,5,17/10/2014,7472,796,1,0,0,1
873,4,16/07/2015,3832,417,1,1,0,1
426,3,26/11/2014,6459,779,1,1,0,0
438,7,08/12/2013,0,0,0,0,0,0
272,1,03/03/2014,11114,931,1,1,0,0
548,4,23/05/2013,3913,330,1,0,0,0
488,3,15/05/2013,3491,368,1,1,0,0
735,4,09/01/2014,7024,678,1,1,0,0
569,7,04/08/2013,0,0,0,0,0,0
999,6,02/05/2015,7258,541,1,0,0,0
135,6,29/03/2014,6340,603,1,0,0,0
629,1,03/03/2014,10525,920,1,1,0,1
853,6,02/03/2013,7676,823,1,0,0,0
265,5,28/03/2014,4232,466,1,0,0,0
519,4,19/06/2014,4839,501,1,1,0,0
419,6,03/01/2015,4411,723,1,0,0,0
588,2,09/04/2013,6483,662,1,1,0,1
669,1,20/01/2014,5184,417,1,1,0,0
717,6,12/10/2013,4326,496,1,0,0,0
934,6,23/03/2013,4620,464,1,0,0,0
426,2,20/05/2014,6329,737,1,1,0,0
946,5,05/09/2014,3923,530,1,1,0,1
269,6,29/11/2014,10841,1278,1,0,0,0
533,7,20/04/2014,0,0,0,0,0,0
485,1,09/09/2013,6049,473,1,1,0,1
199,5,01/08/2014,9844,695,1,1,0,1
1000,6,21/03/2015,7070,627,1,0,0,0
1089,6,22/06/2013,9282,986,1,0,0,0
818,1,20/01/2014,11183,958,1,1,0,0
874,4,14/02/2013,3812,459,1,0,0,0
928,5,16/05/2014,5882,603,1,0,0,0
758,1,24/06/2013,4118,631,1,0,0,0
518,5,28/06/2013,6704,551,1,0,0,0
425,6,25/01/2014,1796,265,1,0,0,0
617,7,06/07/2014,0,0,0,0,0,0
956,2,05/03/2013,4945,649,1,1,0,0
705,5,20/12/2013,12401,1413,1,1,0,0
268,5,12/07/2013,3966,518,1,0,0,1
155,4,19/09/2013,4250,475,1,0,0,0
217,3,02/04/2014,5658,704,1,1,0,0
372,1,01/07/2013,12715,1027,1,1,0,0
1111,3,01/07/2015,3701,351,1,1,0,1
415,7,15/09/2013,0,0,0,0,0,0
440,5,03/04/2015,0,0,0,1,b,1
962,7,27/01/2013,0,0,0,0,0,0
856,3,23/01/2013,8487,1053,1,1,0,0
361,1,24/03/2014,4769,492,1,0,0,0
761,6,02/08/2014,7346,797,1,0,0,0
549,2,02/07/2013,4936,568,1,1,0,1
949,7,26/07/2015,0,0,0,0,0,0
422,2,16/07/2013,3694,407,1,1,0,1
853,1,24/02/2014,7263,941,1,0,0,0
168,5,08/11/2013,8231,785,1,1,0,0
389,4,25/06/2015,9357,1177,1,0,0,0
721,7,06/04/2014,0,0,0,0,0,0
148,6,22/02/2014,6909,689,1,0,0,0
455,2,30/12/2014,7525,479,1,0,0,1
321,5,11/07/2014,4987,540,1,0,0,0
955,7,30/06/2013,0,0,0,0,0,0
154,1,09/09/2013,12655,985,1,1,0,0
356,3,03/06/2015,7701,539,1,1,0,1
909,5,14/06/2013,8460,885,1,0,0,0
939,4,08/08/2013,5497,479,1,0,0,1
532,6,11/04/2015,11975,1393,1,0,0,0
998,4,06/06/2013,4203,525,1,1,0,0
707,6,05/04/2014,5544,563,1,0,0,0
683,7,14/07/2013,0,0,0,0,0,0
73,2,24/12/2013,3761,359,1,0,0,1
332,6,25/07/2015,1649,213,1,0,0,0
143,4,10/07/2014,4793,510,1,0,0,0
973,4,17/04/2014,8774,958,1,1,0,1
696,5,07/03/2014,8279,1064,1,1,0,1
676,6,10/05/2014,5741,1311,1,0,0,0
628,4,13/11/2014,6206,729,1,1,0,0
503,6,18/04/2015,6264,472,1,0,0,0
828,1,28/07/2014,7443,707,1,1,0,1
899,2,19/11/2013,8139,789,1,1,0,0
965,5,11/10/2013,7772,833,1,1,0,0
593,6,31/01/2015,8626,1038,1,0,0,0
803,6,19/10/2013,4446,428,1,0,0,1
156,2,11/03/2014,5628,686,1,0,0,0
1024,6,22/02/2014,5968,871,1,0,0,0
645,2,24/12/2013,5087,654,1,0,0,1
437,2,01/04/2014,5880,559,1,1,0,0
333,6,11/10/2014,8486,1154,1,0,0,0
135,7,09/03/2014,0,0,0,0,0,0
978,7,11/08/2013,0,0,0,0,0,0
760,3,21/05/2014,7590,1338,1,1,0,0
760,7,19/10/2014,0,0,0,0,0,0
510,5,08/08/2014,8028,874,1,1,0,1
160,5,26/12/2014,0,0,0,0,c,1
859,6,08/06/2013,6513,672,1,0,0,0
621,1,26/01/2015,6294,821,1,1,0,0
871,6,11/04/2015,8883,655,1,0,0,0
403,5,29/03/2013,0,0,0,1,b,1
751,3,01/10/2014,4783,621,1,1,0,0
981,3,11/02/2015,5442,595,1,0,0,1
681,7,07/07/2013,0,0,0,0,0,0
1031,3,14/08/2013,5839,471,1,1,0,1
861,5,02/01/2015,4024,531,1,0,0,1
811,3,10/06/2015,3506,636,1,0,0,0
869,2,20/08/2013,4784,851,1,0,0,1
317,4,26/06/2014,3401,416,1,0,0,0
840,7,24/05/2015,0,0,0,0,0,0
840,4,30/01/2014,7214,1073,1,0,0,1
350,5,12/06/2015,6056,494,1,0,0,0
775,4,03/04/2014,9121,628,1,1,0,0
361,4,04/04/2013,4669,553,1,0,0,0
690,7,12/05/2013,0,0,0,0,0,0
339,3,29/07/2015,5976,744,1,1,0,1
706,3,09/04/2014,4288,427,1,0,0,0
240,4,17/01/2013,4282,434,1,0,0,0
933,3,18/02/2015,7924,985,1,1,0,1
1110,7,08/09/2013,0,0,0,0,0,0
421,1,23/09/2013,8089,900,1,1,0,0
328,5,16/05/2014,4050,537,1,0,0,0
625,6,23/02/2013,3928,416,1,0,0,0
323,1,26/05/2014,6162,566,1,0,0,0
195,7,07/12/2014,0,0,0,0,0,0
381,5,15/03/2013,7691,856,1,0,0,0
212,4,07/11/2013,4695,458,1,1,0,0
610,1,04/08/2014,6991,751,1,1,0,1
479,4,29/01/2015,11540,1238,1,1,0,0
434,6,16/03/2013,11171,882,1,0,0,0
814,4,07/08/2014,9558,766,1,1,0,1
72,4,07/03/2013,4992,514,1,1,0,0
594,4,21/02/2013,4538,434,1,1,0,0
1111,4,16/07/2015,4804,442,1,1,0,1
216,3,06/11/2013,8807,952,1,1,0,0
815,3,26/02/2014,7456,829,1,0,0,0
951,6,16/08/2014,7225,707,1,0,0,0
943,3,27/02/2013,5430,496,1,0,0,0
767,2,23/06/2015,4751,522,1,0,0,0
292,3,06/02/2013,6020,764,1,1,0,1
193,5,19/04/2013,3481,563,1,0,0,0
633,5,20/02/2015,6764,519,1,1,0,1
378,4,23/01/2014,6158,956,1,1,0,0
810,5,23/05/2014,6200,517,1,1,0,0
565,7,22/03/2015,0,0,0,0,0,0
128,4,10/10/2013,7203,547,1,1,0,0
726,7,26/01/2014,0,0,0,0,0,0
849,4,06/11/2014,8867,922,1,1,0,1
818,3,30/10/2013,4830,593,1,0,0,0
941,4,07/02/2013,4979,533,1,1,0,0
111,2,21/05/2013,5970,591,1,0,0,0
899,2,24/02/2015,4436,547,1,0,0,0
58,4,01/08/2013,6442,535,1,1,0,1
397,1,08/12/2014,5294,732,1,0,0,0
892,1,27/05/2013,11768,1051,1,1,0,0
400,5,25/01/2013,7570,1082,1,1,0,0
982,7,22/02/2015,0,0,0,0,0,0
252,6,14/12/2013,10674,835,1,0,0,0
53,3,13/11/2013,4621,534,1,0,0,0
940,5,17/10/2014,5994,696,1,0,0,0
96,4,08/08/2013,3866,488,1,0,0,1
472,2,12/02/2013,3957,651,1,0,0,0
938,4,31/10/2013,9896,943,1,0,0,0
180,3,29/10/2014,4945,657,1,0,0,0
485,4,30/07/2015,6782,512,1,1,0,0
929,7,14/12/2014,0,0,0,0,0,0
996,5,06/06/2014,6268,684,1,1,0,0
855,6,25/10/2014,3737,428,1,0,0,0
937,5,18/04/2014,0,0,0,1,b,1
773,7,03/08/2014,0,0,0,0,0,1
58,7,27/01/2013,0,0,0,0,0,0
212,5,18/07/2014,5051,459,1,1,0,1
498,4,26/09/2013,6413,794,1,1,0,0
588,3,13/02/2013,5173,651,1,0,0,0
845,2,04/06/2013,4604,343,1,1,0,0
1004,2,07/04/2015,4716,476,1,0,0,1
862,7,26/01/2014,0,0,0,0,0,0
498,5,02/01/2015,5924,701,1,0,0,1
794,6,06/12/2014,3149,496,1,0,0,0
384,7,03/05/2015,0,0,0,0,0,0
1001,5,21/03/2014,5060,582,1,1,0,0
325,1,27/10/2014,5345,599,1,0,0,0
913,1,09/06/2014,0,0,0,0,a,0
821,4,13/03/2014,6090,805,1,0,0,0
1094,1,29/07/2013,5013,390,1,1,0,0
957,6,14/03/2015,5356,587,1,0,0,0
999,4,18/12/2014,16796,1000,1,1,0,0
981,1,10/03/2014,4955,639,1,0,0,0
816,1,27/10/2014,4560,721,1,0,0,0
486,1,08/04/2013,6383,706,1,1,0,0
226,6,08/06/2013,6001,546,1,0,0,0
1113,4,22/01/2015,5399,684,1,0,0,0
427,4,27/02/2014,5142,609,1,0,0,0
103,1,04/05/2015,6886,544,1,1,0,0
819,3,11/02/2015,4770,467,1,0,0,0
887,6,31/05/2014,5448,491,1,0,0,0
347,4,17/10/2013,3815,335,1,0,0,0
144,3,12/03/2014,5924,564,1,0,0,0
1110,2,07/01/2014,6117,694,1,1,0,0
1069,3,17/04/2013,6221,989,1,0,0,0
702,3,11/06/2014,3170,276,1,0,0,1
1026,2,22/01/2013,13309,1463,1,1,0,0
585,6,30/11/2013,7170,964,1,0,0,0
376,1,19/08/2013,6952,898,1,0,0,0
465,6,23/08/2014,6375,523,1,0,0,1
528,3,21/05/2014,10920,939,1,1,0,0
736,1,09/12/2013,5844,536,1,0,0,0
987,4,04/04/2013,6396,855,1,0,0,1
1026,2,23/09/2014,6891,1016,1,0,0,0
1069,5,19/12/2014,9570,1010,1,1,0,0
16,3,15/05/2013,8615,931,1,1,0,0
384,2,12/11/2013,8634,1081,1,0,0,0
478,3,13/03/2013,5523,631,1,0,0,0
870,6,04/01/2014,5138,609,1,0,0,0
1100,5,28/02/2014,4985,746,1,0,0,0
736,6,04/04/2015,6269,631,1,0,0,0
453,4,06/11/2014,6904,723,1,1,0,0
555,6,29/03/2014,4499,431,1,0,0,0
924,2,14/10/2014,3722,376,1,0,0,1
1001,7,28/04/2013,0,0,0,0,0,0
17,2,24/09/2013,7375,970,1,1,0,0
80,5,14/11/2014,8899,613,1,1,0,0
686,7,19/01/2014,0,0,0,0,0,0
267,1,16/02/2015,9475,1046,1,1,0,0
314,4,30/04/2015,8359,874,1,1,0,0
1092,2,31/03/2015,14572,1146,1,1,0,1
486,3,17/06/2015,5070,546,1,1,0,0
620,5,08/03/2013,6847,652,1,1,0,0
548,7,10/11/2013,0,0,0,0,0,0
399,7,20/10/2013,0,0,0,0,0,0
704,6,27/06/2015,8497,817,1,0,0,0
67,1,22/12/2014,11974,1138,1,0,0,1
442,1,02/06/2014,6157,571,1,1,0,0
718,7,12/01/2014,0,0,0,0,0,0
226,5,31/01/2014,6838,689,1,0,0,0
178,3,16/10/2013,6946,729,1,0,0,0
335,1,05/05/2014,20281,3247,1,1,0,0
673,7,07/07/2013,0,0,0,0,0,0
53,6,11/04/2015,3739,381,1,0,0,0
481,7,29/09/2013,0,0,0,0,0,0
310,3,16/04/2014,10483,849,1,1,0,1
980,5,18/01/2013,6240,555,1,0,0,0
564,1,11/03/2013,4298,394,1,0,0,0
554,3,31/12/2014,2047,211,1,0,0,1
750,5,11/01/2013,5544,473,1,1,0,0
1021,1,09/06/2014,0,0,0,0,a,0
249,5,13/06/2014,4526,495,1,0,0,0
763,1,06/07/2015,6023,560,1,0,0,0
109,3,09/07/2014,5125,658,1,0,0,0
143,6,12/01/2013,4157,448,1,0,0,0
636,3,09/01/2013,6862,765,1,1,0,0
823,3,06/11/2013,6206,579,1,1,0,0
1021,5,08/02/2013,8128,1005,1,1,0,1
871,2,04/02/2014,6525,478,1,1,0,0
44,2,16/06/2015,7358,786,1,1,0,0
902,2,28/05/2013,4613,605,1,1,0,1
315,4,12/09/2013,4850,524,1,1,0,0
242,1,01/09/2014,8443,641,1,1,0,1
228,7,01/09/2013,0,0,0,0,0,0
750,7,07/07/2013,0,0,0,0,0,0
319,2,03/12/2013,11537,1100,1,1,0,0
165,2,14/01/2014,3075,340,1,0,0,0
230,1,07/04/2014,7261,999,1,0,0,0
452,1,26/05/2014,3961,413,1,0,0,0
955,4,24/10/2013,4568,453,1,1,0,1
309,4,09/10/2014,7587,615,1,1,0,1
399,6,05/01/2013,3556,385,1,0,0,0
23,6,11/10/2014,4967,458,1,0,0,0
926,7,08/12/2013,0,0,0,0,0,0
1061,4,01/01/2015,0,0,0,0,a,1
844,6,20/09/2014,2038,231,1,0,0,0
373,3,24/04/2013,3352,261,1,1,0,0
258,6,16/03/2013,4144,357,1,0,0,0
113,6,20/06/2015,5650,621,1,0,0,0
772,3,12/03/2014,3035,412,1,0,0,1
187,7,08/02/2015,0,0,0,0,0,0
947,1,10/11/2014,8950,1138,1,1,0,0
692,1,30/12/2013,7681,953,1,0,0,1
97,1,08/04/2013,9490,891,1,1,0,0
914,7,20/10/2013,0,0,0,0,0,0
647,4,01/08/2013,8244,842,1,1,0,1
588,1,06/07/2015,6398,722,1,0,0,0
297,3,30/01/2013,5507,644,1,0,0,0
730,5,08/03/2013,9365,1145,1,1,0,0
386,7,01/06/2014,0,0,0,0,0,0
286,6,02/02/2013,2227,214,1,0,0,0
1097,1,06/07/2015,10156,2674,1,0,0,0
770,4,17/10/2013,5213,694,1,0,0,0
706,3,10/04/2013,5222,448,1,1,0,0
764,1,17/11/2014,3487,437,1,0,0,0
431,4,21/08/2014,9327,1092,1,1,0,0
347,5,16/08/2013,4579,376,1,1,0,1
686,5,22/08/2014,6099,750,1,1,0,1
415,6,27/09/2014,5546,507,1,0,0,0
810,4,21/11/2013,5944,455,1,1,0,0
983,3,01/04/2015,10407,1217,1,1,0,1
1072,7,23/06/2013,0,0,0,0,0,0
774,6,07/03/2015,4210,569,1,0,0,0
415,4,22/05/2014,5807,501,1,1,0,0
890,5,03/01/2014,4773,373,1,0,0,1
1075,1,21/07/2014,11276,1059,1,0,0,1
101,4,30/10/2014,6774,730,1,0,0,0
822,6,07/09/2013,6169,560,1,0,0,0
958,3,06/02/2013,5531,684,1,1,0,1
227,5,23/08/2013,3897,441,1,0,0,1
131,6,09/02/2013,5721,651,1,0,0,0
432,3,26/03/2014,9578,1550,1,0,0,0
1054,2,25/03/2014,4961,588,1,0,0,0
186,7,12/01/2014,0,0,0,0,0,0
409,5,01/03/2013,4105,474,1,0,0,0
695,4,24/07/2014,3972,453,1,0,0,1
829,1,01/04/2013,0,0,0,0,b,1
532,6,05/10/2013,9130,1091,1,0,0,0
39,2,03/06/2014,6947,824,1,1,0,0
620,3,10/07/2013,5693,584,1,0,0,0
46,2,04/03/2014,6289,716,1,1,0,1
181,7,15/12/2013,0,0,0,0,0,0
463,7,02/11/2014,0,0,0,0,0,0
532,5,18/07/2014,9852,1145,1,1,0,1
827,3,24/04/2013,10906,1472,1,1,0,0
672,5,09/01/2015,8010,1193,1,1,0,0
642,6,06/09/2014,3475,434,1,0,0,0
1090,3,13/05/2015,6468,946,1,0,0,0
642,1,26/01/2015,4082,483,1,1,0,0
211,5,09/01/2015,11680,1359,1,1,0,0
179,7,15/06/2014,0,0,0,0,0,0
105,4,17/10/2013,2823,483,1,0,0,0
974,5,19/06/2015,13031,1656,1,1,0,0
417,7,27/07/2014,0,0,0,0,0,0
799,4,25/12/2014,0,0,0,0,c,1
373,6,12/01/2013,3980,301,1,0,0,0
746,6,25/05/2013,4327,470,1,0,0,0
705,3,11/02/2015,7292,925,1,0,0,0
563,3,09/07/2014,2863,378,1,0,0,1
57,6,21/02/2015,6039,610,1,0,0,0
63,3,30/04/2014,11736,977,1,1,0,1
227,3,02/01/2013,5451,582,1,0,0,1
778,4,12/12/2013,5413,805,1,0,0,0
1033,5,11/07/2014,14076,1359,1,0,0,1
427,5,01/05/2015,0,0,0,1,a,0
172,1,19/05/2014,7439,941,1,1,0,0
667,1,21/01/2013,13068,982,1,1,0,0
954,1,25/05/2015,0,0,0,0,a,0
634,3,09/07/2014,5767,612,1,0,0,0
102,7,11/01/2015,0,0,0,0,0,0
853,3,20/08/2014,9807,1080,1,1,0,1
958,3,13/11/2013,3233,501,1,0,0,0
793,5,01/02/2013,4442,417,1,0,0,0
125,5,05/09/2014,11947,1642,1,1,0,0
130,2,04/11/2014,6204,645,1,1,0,0
5,4,25/12/2014,0,0,0,0,c,1
808,4,26/06/2014,5645,549,1,0,0,0
258,3,01/01/2014,0,0,0,0,a,1
198,3,23/01/2013,3451,383,1,1,0,0
839,4,30/10/2014,4663,623,1,0,0,1
165,5,22/11/2013,4365,458,1,1,0,0
363,7,26/10/2014,0,0,0,0,0,0
534,4,09/07/2015,4245,369,1,0,0,0
675,5,28/11/2014,5599,509,1,1,0,0
135,3,24/07/2013,4392,446,1,0,0,1
1062,4,16/07/2015,6513,558,1,1,0,0
927,3,25/12/2013,0,0,0,0,c,1
132,1,17/03/2014,8530,750,1,1,0,0
164,4,01/05/2014,0,0,0,1,a,0
93,6,02/11/2013,4647,426,1,0,0,0
125,3,02/01/2013,11543,1626,1,0,0,1
544,7,09/11/2014,0,0,0,0,0,0
853,3,07/01/2015,11743,1229,1,1,0,0
246,4,15/08/2013,7634,1038,1,1,0,0
121,7,30/11/2014,0,0,0,0,0,0
659,1,27/10/2014,5347,751,1,0,0,1
499,2,08/10/2013,5023,711,1,1,0,0
940,1,02/03/2015,9748,950,1,1,0,0
380,5,27/09/2013,14728,1458,1,1,0,0
827,5,31/10/2014,13494,1859,1,0,0,1
882,4,03/10/2013,0,0,0,0,a,0
5,4,07/03/2013,4430,533,1,1,0,0
104,7,17/05/2015,0,0,0,0,0,0
106,5,19/07/2013,15459,1207,1,1,0,1
271,2,21/04/2015,6471,751,1,0,0,0
694,3,03/04/2013,6723,694,1,0,0,1
896,4,13/11/2014,6546,1038,1,1,0,0
216,5,03/05/2013,7825,955,1,1,0,0
295,3,04/03/2015,6302,734,1,1,0,0
642,6,07/02/2015,3506,431,1,0,0,0
698,5,19/12/2014,18499,2199,1,1,0,0
316,7,31/08/2014,0,0,0,0,0,0
383,4,19/09/2013,13961,2017,1,0,0,0
798,6,11/05/2013,2812,340,1,0,0,0
659,6,13/07/2013,3049,454,1,0,0,1
1099,7,25/05/2014,3315,544,1,0,0,0
392,4,03/07/2014,7521,802,1,1,0,0
965,6,19/07/2014,6093,737,1,0,0,0
916,6,30/03/2013,6544,885,1,0,0,0
934,7,11/01/2015,0,0,0,0,0,0
464,6,09/05/2015,13064,1574,1,0,0,0
1100,2,23/07/2013,4154,590,1,0,0,1
76,4,08/05/2014,10044,984,1,1,0,0
817,7,21/12/2014,0,0,0,0,0,0
1006,6,28/12/2013,7582,1095,1,0,0,0
586,2,24/12/2013,6951,1038,1,0,0,1
127,3,27/03/2013,5902,768,1,1,0,1
390,7,29/12/2013,0,0,0,0,0,0
1070,5,05/06/2015,6651,768,1,1,0,0
996,5,17/05/2013,6231,753,1,1,0,0
907,6,23/03/2013,5499,773,1,0,0,0
936,2,21/05/2013,7566,1031,1,0,0,1
205,6,23/02/2013,5272,732,1,0,0,0
781,6,16/03/2013,2839,442,1,0,0,0
857,2,26/02/2013,5577,773,1,0,0,0
791,2,28/01/2014,5736,728,1,0,0,0
10,1,07/07/2014,5614,603,1,0,0,0
1066,7,19/07/2015,0,0,0,0,0,0
197,4,04/09/2014,7287,830,1,1,0,0
524,5,10/04/2015,7088,818,1,0,0,1
294,7,28/04/2013,0,0,0,0,0,0
874,6,19/01/2013,4577,512,1,0,0,0
910,2,09/04/2013,6213,653,1,1,0,0
855,1,07/01/2013,8204,807,1,1,0,0
462,5,10/07/2015,4652,595,1,0,0,0
151,5,14/03/2014,5978,602,1,0,0,0
827,1,04/03/2013,12559,1427,1,1,0,0
284,2,27/01/2015,5988,428,1,1,0,0
448,6,31/01/2015,6463,479,1,0,0,0
549,4,24/04/2014,4031,542,1,0,0,0
1035,4,15/05/2014,4372,612,1,0,0,0
777,1,15/09/2014,5634,477,1,1,0,0
325,4,27/11/2014,10129,1060,1,1,0,0
449,7,08/02/2015,0,0,0,0,0,0
963,3,05/11/2014,13734,1165,1,1,0,0
835,4,01/01/2015,0,0,0,0,a,1
288,5,05/07/2013,5388,436,1,1,0,0
181,7,13/10/2013,0,0,0,0,0,0
852,2,30/09/2014,6808,748,1,1,0,0
47,7,19/07/2015,0,0,0,0,0,0
1007,1,23/03/2015,5082,686,1,0,0,0
416,5,08/02/2013,10791,1319,1,1,0,0
440,4,29/05/2014,0,0,0,0,a,0
